data_captura,codigo_insumo,descricao_insumo,unidade,preco_mediano,uf,data_referencia,desonerado
2026-06-12,00000120,Pintor (horista),H,21.42,AM,2024-12,True
2026-06-12,00000246,Eletricista (horista),H,23.5,AM,2024-12,True
2026-06-12,00000247,Encanador (horista),H,22.24,AM,2024-12,True
2026-06-12,00004012,Carpinteiro de formas (horista),H,22.39,AM,2024-12,True
2026-06-12,00001379,Cimento portland composto cp ii-32,KG,0.68,AP,2024-12,True
2026-06-12,00000370,"Areia media - posto jazida/fornecedor (retirado na jazida, sem transporte)",M3,82.0,AP,2024-12,True
2026-06-12,00004721,"Pedra britada n. 1 (9,5 a 19 mm) posto pedreira/fornecedor, sem frete",M3,71.16,AP,2024-12,True
2026-06-12,00000114,"Aco ca-50, 10,0 mm, ou ca-60, linear, vergalhao",KG,7.64,AP,2024-12,True
2026-06-12,00007258,Tijolo ceramico macico comum *5 x 10 x 20* cm (l x a x c),MIL,576.31,AP,2024-12,True
2026-06-12,00007271,Bloco de concreto estrutural 14 x 19 x 39 cm,UN,3.47,AP,2024-12,True
2026-06-12,00003402,"Telha ceramica tipo francesa, comprimento de cerca de 40 cm",UN,2.0,AP,2024-12,True
2026-06-12,00005318,"Tubo pvc soldavel, classe 15, dn 50 mm, para agua fria (nbr 5648)",M,10.66,AP,2024-12,True
2026-06-12,00001014,"Cabo de cobre flexivel isolado, 2,5 mm2, anti-chama 450/750 v",M,2.22,AP,2024-12,True
2026-06-12,00004812,"Disjuntor termomagnetico monopolar padrao din, 10a a 32a",UN,13.31,AP,2024-12,True
2026-06-12,00001287,"Tinta latex acrilica premium, cor branco fosco",L,19.82,AP,2024-12,True
2026-06-12,00001382,Argamassa colante ac-i para assentamento de placas ceramicas,KG,1.09,AP,2024-12,True
2026-06-12,00001389,"Placa de ceramica para piso, esmaltada premium, PEI 4",M2,31.79,AP,2024-12,True
2026-06-12,00000088,Pedreiro (horista),H,22.8,AP,2024-12,True
2026-06-12,00006111,Servente de pedreiro (horista),H,16.1,AP,2024-12,True
2026-06-12,00000120,Pintor (horista),H,21.76,AP,2024-12,True
2026-06-12,00000246,Eletricista (horista),H,23.47,AP,2024-12,True
2026-06-12,00000247,Encanador (horista),H,22.52,AP,2024-12,True
2026-06-12,00004012,Carpinteiro de formas (horista),H,22.64,AP,2024-12,True
2026-06-12,00001379,Cimento portland composto cp ii-32,KG,0.67,BA,2024-12,True
2026-06-12,00000370,"Areia media - posto jazida/fornecedor (retirado na jazida, sem transporte)",M3,80.99,BA,2024-12,True
2026-06-12,00004721,"Pedra britada n. 1 (9,5 a 19 mm) posto pedreira/fornecedor, sem frete",M3,72.6,BA,2024-12,True
2026-06-12,00000114,"Aco ca-50, 10,0 mm, ou ca-60, linear, vergalhao",KG,7.56,BA,2024-12,True
2026-06-12,00007258,Tijolo ceramico macico comum *5 x 10 x 20* cm (l x a x c),MIL,579.73,BA,2024-12,True
2026-06-12,00007271,Bloco de concreto estrutural 14 x 19 x 39 cm,UN,3.39,BA,2024-12,True
2026-06-12,00003402,"Telha ceramica tipo francesa, comprimento de cerca de 40 cm",UN,1.99,BA,2024-12,True
2026-06-12,00005318,"Tubo pvc soldavel, classe 15, dn 50 mm, para agua fria (nbr 5648)",M,10.86,BA,2024-12,True
2026-06-12,00001014,"Cabo de cobre flexivel isolado, 2,5 mm2, anti-chama 450/750 v",M,2.25,BA,2024-12,True
2026-06-12,00004812,"Disjuntor termomagnetico monopolar padrao din, 10a a 32a",UN,13.53,BA,2024-12,True
2026-06-12,00001287,"Tinta latex acrilica premium, cor branco fosco",L,19.63,BA,2024-12,True
2026-06-12,00001382,Argamassa colante ac-i para assentamento de placas ceramicas,KG,1.09,BA,2024-12,True
2026-06-12,00001389,"Placa de ceramica para piso, esmaltada premium, PEI 4",M2,31.54,BA,2024-12,True
2026-06-12,00000088,Pedreiro (horista),H,22.17,BA,2024-12,True
2026-06-12,00006111,Servente de pedreiro (horista),H,16.39,BA,2024-12,True
2026-06-12,00000120,Pintor (horista),H,21.43,BA,2024-12,True
2026-06-12,00000246,Eletricista (horista),H,23.29,BA,2024-12,True
2026-06-12,00000247,Encanador (horista),H,22.24,BA,2024-12,True
2026-06-12,00004012,Carpinteiro de formas (horista),H,22.22,BA,2024-12,True
2026-06-12,00001379,Cimento portland composto cp ii-32,KG,0.68,CE,2024-12,True
2026-06-12,00000370,"Areia media - posto jazida/fornecedor (retirado na jazida, sem transporte)",M3,79.99,CE,2024-12,True
2026-06-12,00004721,"Pedra britada n. 1 (9,5 a 19 mm) posto pedreira/fornecedor, sem frete",M3,71.72,CE,2024-12,True
2026-06-12,00000114,"Aco ca-50, 10,0 mm, ou ca-60, linear, vergalhao",KG,7.6,CE,2024-12,True
2026-06-12,00007258,Tijolo ceramico macico comum *5 x 10 x 20* cm (l x a x c),MIL,580.45,CE,2024-12,True
2026-06-12,00007271,Bloco de concreto estrutural 14 x 19 x 39 cm,UN,3.4,CE,2024-12,True
2026-06-12,00003402,"Telha ceramica tipo francesa, comprimento de cerca de 40 cm",UN,2.0,CE,2024-12,True
2026-06-12,00005318,"Tubo pvc soldavel, classe 15, dn 50 mm, para agua fria (nbr 5648)",M,10.69,CE,2024-12,True
2026-06-12,00001014,"Cabo de cobre flexivel isolado, 2,5 mm2, anti-chama 450/750 v",M,2.24,CE,2024-12,True
2026-06-12,00004812,"Disjuntor termomagnetico monopolar padrao din, 10a a 32a",UN,13.64,CE,2024-12,True
2026-06-12,00001287,"Tinta latex acrilica premium, cor branco fosco",L,19.83,CE,2024-12,True
2026-06-12,00001382,Argamassa colante ac-i para assentamento de placas ceramicas,KG,1.08,CE,2024-12,True
2026-06-12,00001389,"Placa de ceramica para piso, esmaltada premium, PEI 4",M2,31.3,CE,2024-12,True
2026-06-12,00000088,Pedreiro (horista),H,22.33,CE,2024-12,True
2026-06-12,00006111,Servente de pedreiro (horista),H,16.08,CE,2024-12,True
2026-06-12,00000120,Pintor (horista),H,21.79,CE,2024-12,True
2026-06-12,00000246,Eletricista (horista),H,23.12,CE,2024-12,True
2026-06-12,00000247,Encanador (horista),H,22.66,CE,2024-12,True
2026-06-12,00004012,Carpinteiro de formas (horista),H,22.81,CE,2024-12,True
2026-06-12,00001379,Cimento portland composto cp ii-32,KG,0.68,DF,2024-12,True
2026-06-12,00000370,"Areia media - posto jazida/fornecedor (retirado na jazida, sem transporte)",M3,81.36,DF,2024-12,True
2026-06-12,00004721,"Pedra britada n. 1 (9,5 a 19 mm) posto pedreira/fornecedor, sem frete",M3,72.1,DF,2024-12,True
2026-06-12,00000114,"Aco ca-50, 10,0 mm, ou ca-60, linear, vergalhao",KG,7.55,DF,2024-12,True
2026-06-12,00007258,Tijolo ceramico macico comum *5 x 10 x 20* cm (l x a x c),MIL,586.69,DF,2024-12,True
2026-06-12,00007271,Bloco de concreto estrutural 14 x 19 x 39 cm,UN,3.46,DF,2024-12,True
2026-06-12,00003402,"Telha ceramica tipo francesa, comprimento de cerca de 40 cm",UN,1.99,DF,2024-12,True
2026-06-12,00005318,"Tubo pvc soldavel, classe 15, dn 50 mm, para agua fria (nbr 5648)",M,10.72,DF,2024-12,True
2026-06-12,00001014,"Cabo de cobre flexivel isolado, 2,5 mm2, anti-chama 450/750 v",M,2.22,DF,2024-12,True
2026-06-12,00004812,"Disjuntor termomagnetico monopolar padrao din, 10a a 32a",UN,13.47,DF,2024-12,True
2026-06-12,00001287,"Tinta latex acrilica premium, cor branco fosco",L,19.93,DF,2024-12,True
2026-06-12,00001382,Argamassa colante ac-i para assentamento de placas ceramicas,KG,1.07,DF,2024-12,True
2026-06-12,00001389,"Placa de ceramica para piso, esmaltada premium, PEI 4",M2,31.05,DF,2024-12,True
2026-06-12,00000088,Pedreiro (horista),H,22.62,DF,2024-12,True
2026-06-12,00006111,Servente de pedreiro (horista),H,16.2,DF,2024-12,True
2026-06-12,00000120,Pintor (horista),H,21.79,DF,2024-12,True
2026-06-12,00000246,Eletricista (horista),H,23.2,DF,2024-12,True
2026-06-12,00000247,Encanador (horista),H,22.43,DF,2024-12,True
2026-06-12,00004012,Carpinteiro de formas (horista),H,22.63,DF,2024-12,True
2026-06-12,00001379,Cimento portland composto cp ii-32,KG,0.68,ES,2024-12,True
2026-06-12,00000370,"Areia media - posto jazida/fornecedor (retirado na jazida, sem transporte)",M3,82.09,ES,2024-12,True
2026-06-12,00004721,"Pedra britada n. 1 (9,5 a 19 mm) posto pedreira/fornecedor, sem frete",M3,71.59,ES,2024-12,True
2026-06-12,00000114,"Aco ca-50, 10,0 mm, ou ca-60, linear, vergalhao",KG,7.58,ES,2024-12,True
2026-06-12,00007258,Tijolo ceramico macico comum *5 x 10 x 20* cm (l x a x c),MIL,583.87,ES,2024-12,True
2026-06-12,00007271,Bloco de concreto estrutural 14 x 19 x 39 cm,UN,3.37,ES,2024-12,True
2026-06-12,00003402,"Telha ceramica tipo francesa, comprimento de cerca de 40 cm",UN,1.99,ES,2024-12,True
2026-06-12,00005318,"Tubo pvc soldavel, classe 15, dn 50 mm, para agua fria (nbr 5648)",M,10.7,ES,2024-12,True
2026-06-12,00001014,"Cabo de cobre flexivel isolado, 2,5 mm2, anti-chama 450/750 v",M,2.28,ES,2024-12,True
2026-06-12,00004812,"Disjuntor termomagnetico monopolar padrao din, 10a a 32a",UN,13.3,ES,2024-12,True
2026-06-12,00001287,"Tinta latex acrilica premium, cor branco fosco",L,19.6,ES,2024-12,True
2026-06-12,00001382,Argamassa colante ac-i para assentamento de placas ceramicas,KG,1.08,ES,2024-12,True
2026-06-12,00001389,"Placa de ceramica para piso, esmaltada premium, PEI 4",M2,31.11,ES,2024-12,True
2026-06-12,00000088,Pedreiro (horista),H,22.29,ES,2024-12,True
2026-06-12,00006111,Servente de pedreiro (horista),H,16.4,ES,2024-12,True
2026-06-12,00000120,Pintor (horista),H,21.33,ES,2024-12,True
2026-06-12,00000246,Eletricista (horista),H,23.39,ES,2024-12,True
2026-06-12,00000247,Encanador (horista),H,22.6,ES,2024-12,True
2026-06-12,00004012,Carpinteiro de formas (horista),H,22.44,ES,2024-12,True
2026-06-12,00001379,Cimento portland composto cp ii-32,KG,0.68,GO,2024-12,True
2026-06-12,00000370,"Areia media - posto jazida/fornecedor (retirado na jazida, sem transporte)",M3,81.2,GO,2024-12,True
2026-06-12,00004721,"Pedra britada n. 1 (9,5 a 19 mm) posto pedreira/fornecedor, sem frete",M3,71.11,GO,2024-12,True
2026-06-12,00000114,"Aco ca-50, 10,0 mm, ou ca-60, linear, vergalhao",KG,7.57,GO,2024-12,True
2026-06-12,00007258,Tijolo ceramico macico comum *5 x 10 x 20* cm (l x a x c),MIL,592.57,GO,2024-12,True
2026-06-12,00007271,Bloco de concreto estrutural 14 x 19 x 39 cm,UN,3.44,GO,2024-12,True
2026-06-12,00003402,"Telha ceramica tipo francesa, comprimento de cerca de 40 cm",UN,1.99,GO,2024-12,True
2026-06-12,00005318,"Tubo pvc soldavel, classe 15, dn 50 mm, para agua fria (nbr 5648)",M,10.89,GO,2024-12,True
2026-06-12,00001014,"Cabo de cobre flexivel isolado, 2,5 mm2, anti-chama 450/750 v",M,2.25,GO,2024-12,True
2026-06-12,00004812,"Disjuntor termomagnetico monopolar padrao din, 10a a 32a",UN,13.34,GO,2024-12,True
2026-06-12,00001287,"Tinta latex acrilica premium, cor branco fosco",L,19.77,GO,2024-12,True
2026-06-12,00001382,Argamassa colante ac-i para assentamento de placas ceramicas,KG,1.09,GO,2024-12,True
2026-06-12,00001389,"Placa de ceramica para piso, esmaltada premium, PEI 4",M2,31.15,GO,2024-12,True
2026-06-12,00000088,Pedreiro (horista),H,22.65,GO,2024-12,True
2026-06-12,00006111,Servente de pedreiro (horista),H,16.21,GO,2024-12,True
2026-06-12,00000120,Pintor (horista),H,21.85,GO,2024-12,True
2026-06-12,00000246,Eletricista (horista),H,23.69,GO,2024-12,True
2026-06-12,00000247,Encanador (horista),H,22.73,GO,2024-12,True
2026-06-12,00004012,Carpinteiro de formas (horista),H,22.55,GO,2024-12,True
2026-06-12,00001379,Cimento portland composto cp ii-32,KG,0.68,MA,2024-12,True
2026-06-12,00000370,"Areia media - posto jazida/fornecedor (retirado na jazida, sem transporte)",M3,81.65,MA,2024-12,True
2026-06-12,00004721,"Pedra britada n. 1 (9,5 a 19 mm) posto pedreira/fornecedor, sem frete",M3,72.82,MA,2024-12,True
2026-06-12,00000114,"Aco ca-50, 10,0 mm, ou ca-60, linear, vergalhao",KG,7.54,MA,2024-12,True
2026-06-12,00007258,Tijolo ceramico macico comum *5 x 10 x 20* cm (l x a x c),MIL,588.09,MA,2024-12,True
2026-06-12,00007271,Bloco de concreto estrutural 14 x 19 x 39 cm,UN,3.42,MA,2024-12,True
2026-06-12,00003402,"Telha ceramica tipo francesa, comprimento de cerca de 40 cm",UN,1.98,MA,2024-12,True
2026-06-12,00005318,"Tubo pvc soldavel, classe 15, dn 50 mm, para agua fria (nbr 5648)",M,10.65,MA,2024-12,True
2026-06-12,00001014,"Cabo de cobre flexivel isolado, 2,5 mm2, anti-chama 450/750 v",M,2.27,MA,2024-12,True
2026-06-12,00004812,"Disjuntor termomagnetico monopolar padrao din, 10a a 32a",UN,13.56,MA,2024-12,True
2026-06-12,00001287,"Tinta latex acrilica premium, cor branco fosco",L,19.7,MA,2024-12,True
2026-06-12,00001382,Argamassa colante ac-i para assentamento de placas ceramicas,KG,1.09,MA,2024-12,True
2026-06-12,00001389,"Placa de ceramica para piso, esmaltada premium, PEI 4",M2,31.47,MA,2024-12,True
2026-06-12,00000088,Pedreiro (horista),H,22.26,MA,2024-12,True
2026-06-12,00006111,Servente de pedreiro (horista),H,16.17,MA,2024-12,True
2026-06-12,00000120,Pintor (horista),H,21.45,MA,2024-12,True
2026-06-12,00000246,Eletricista (horista),H,23.1,MA,2024-12,True
2026-06-12,00000247,Encanador (horista),H,22.22,MA,2024-12,True
2026-06-12,00004012,Carpinteiro de formas (horista),H,22.45,MA,2024-12,True
2026-06-12,00001379,Cimento portland composto cp ii-32,KG,0.65,MG,2024-12,True
2026-06-12,00000370,"Areia media - posto jazida/fornecedor (retirado na jazida, sem transporte)",M3,76.13,MG,2024-12,True
2026-06-12,00004721,"Pedra britada n. 1 (9,5 a 19 mm) posto pedreira/fornecedor, sem frete",M3,69.04,MG,2024-12,True
2026-06-12,00000114,"Aco ca-50, 10,0 mm, ou ca-60, linear, vergalhao",KG,7.18,MG,2024-12,True
2026-06-12,00007258,Tijolo ceramico macico comum *5 x 10 x 20* cm (l x a x c),MIL,553.75,MG,2024-12,True
2026-06-12,00007271,Bloco de concreto estrutural 14 x 19 x 39 cm,UN,3.2,MG,2024-12,True
2026-06-12,00003402,"Telha ceramica tipo francesa, comprimento de cerca de 40 cm",UN,1.89,MG,2024-12,True
2026-06-12,00005318,"Tubo pvc soldavel, classe 15, dn 50 mm, para agua fria (nbr 5648)",M,10.31,MG,2024-12,True
2026-06-12,00001014,"Cabo de cobre flexivel isolado, 2,5 mm2, anti-chama 450/750 v",M,2.16,MG,2024-12,True
2026-06-12,00004812,"Disjuntor termomagnetico monopolar padrao din, 10a a 32a",UN,12.93,MG,2024-12,True
2026-06-12,00001287,"Tinta latex acrilica premium, cor branco fosco",L,18.75,MG,2024-12,True
2026-06-12,00001382,Argamassa colante ac-i para assentamento de placas ceramicas,KG,1.03,MG,2024-12,True
2026-06-12,00001389,"Placa de ceramica para piso, esmaltada premium, PEI 4",M2,29.65,MG,2024-12,True
2026-06-12,00000088,Pedreiro (horista),H,21.07,MG,2024-12,True
2026-06-12,00006111,Servente de pedreiro (horista),H,15.6,MG,2024-12,True
2026-06-12,00000120,Pintor (horista),H,20.63,MG,2024-12,True
2026-06-12,00000246,Eletricista (horista),H,22.45,MG,2024-12,True
2026-06-12,00000247,Encanador (horista),H,21.66,MG,2024-12,True
2026-06-12,00004012,Carpinteiro de formas (horista),H,21.17,MG,2024-12,True
2026-06-12,00001379,Cimento portland composto cp ii-32,KG,0.68,MS,2024-12,True
2026-06-12,00000370,"Areia media - posto jazida/fornecedor (retirado na jazida, sem transporte)",M3,81.1,MS,2024-12,True
2026-06-12,00004721,"Pedra britada n. 1 (9,5 a 19 mm) posto pedreira/fornecedor, sem frete",M3,71.43,MS,2024-12,True
2026-06-12,00000114,"Aco ca-50, 10,0 mm, ou ca-60, linear, vergalhao",KG,7.59,MS,2024-12,True
2026-06-12,00007258,Tijolo ceramico macico comum *5 x 10 x 20* cm (l x a x c),MIL,585.76,MS,2024-12,True
2026-06-12,00007271,Bloco de concreto estrutural 14 x 19 x 39 cm,UN,3.47,MS,2024-12,True
2026-06-12,00003402,"Telha ceramica tipo francesa, comprimento de cerca de 40 cm",UN,1.96,MS,2024-12,True
2026-06-12,00005318,"Tubo pvc soldavel, classe 15, dn 50 mm, para agua fria (nbr 5648)",M,10.9,MS,2024-12,True
2026-06-12,00001014,"Cabo de cobre flexivel isolado, 2,5 mm2, anti-chama 450/750 v",M,2.24,MS,2024-12,True
2026-06-12,00004812,"Disjuntor termomagnetico monopolar padrao din, 10a a 32a",UN,13.51,MS,2024-12,True
2026-06-12,00001287,"Tinta latex acrilica premium, cor branco fosco",L,19.75,MS,2024-12,True
2026-06-12,00001382,Argamassa colante ac-i para assentamento de placas ceramicas,KG,1.07,MS,2024-12,True
2026-06-12,00001389,"Placa de ceramica para piso, esmaltada premium, PEI 4",M2,31.19,MS,2024-12,True
2026-06-12,00000088,Pedreiro (horista),H,22.62,MS,2024-12,True
2026-06-12,00006111,Servente de pedreiro (horista),H,16.17,MS,2024-12,True
2026-06-12,00000120,Pintor (horista),H,21.47,MS,2024-12,True
2026-06-12,00000246,Eletricista (horista),H,23.23,MS,2024-12,True
2026-06-12,00000247,Encanador (horista),H,22.34,MS,2024-12,True
2026-06-12,00004012,Carpinteiro de formas (horista),H,22.44,MS,2024-12,True
2026-06-12,00001379,Cimento portland composto cp ii-32,KG,0.68,MT,2024-12,True
2026-06-12,00000370,"Areia media - posto jazida/fornecedor (retirado na jazida, sem transporte)",M3,80.94,MT,2024-12,True
2026-06-12,00004721,"Pedra britada n. 1 (9,5 a 19 mm) posto pedreira/fornecedor, sem frete",M3,72.94,MT,2024-12,True
2026-06-12,00000114,"Aco ca-50, 10,0 mm, ou ca-60, linear, vergalhao",KG,7.65,MT,2024-12,True
2026-06-12,00007258,Tijolo ceramico macico comum *5 x 10 x 20* cm (l x a x c),MIL,587.8,MT,2024-12,True
2026-06-12,00007271,Bloco de concreto estrutural 14 x 19 x 39 cm,UN,3.39,MT,2024-12,True
2026-06-12,00003402,"Telha ceramica tipo francesa, comprimento de cerca de 40 cm",UN,1.96,MT,2024-12,True
2026-06-12,00005318,"Tubo pvc soldavel, classe 15, dn 50 mm, para agua fria (nbr 5648)",M,10.82,MT,2024-12,True
2026-06-12,00001014,"Cabo de cobre flexivel isolado, 2,5 mm2, anti-chama 450/750 v",M,2.24,MT,2024-12,True
2026-06-12,00004812,"Disjuntor termomagnetico monopolar padrao din, 10a a 32a",UN,13.36,MT,2024-12,True
2026-06-12,00001287,"Tinta latex acrilica premium, cor branco fosco",L,19.75,MT,2024-12,True
2026-06-12,00001382,Argamassa colante ac-i para assentamento de placas ceramicas,KG,1.08,MT,2024-12,True
2026-06-12,00001389,"Placa de ceramica para piso, esmaltada premium, PEI 4",M2,31.66,MT,2024-12,True
2026-06-12,00000088,Pedreiro (horista),H,22.22,MT,2024-12,True
2026-06-12,00006111,Servente de pedreiro (horista),H,16.09,MT,2024-12,True
2026-06-12,00000120,Pintor (horista),H,21.87,MT,2024-12,True
2026-06-12,00000246,Eletricista (horista),H,23.33,MT,2024-12,True
2026-06-12,00000247,Encanador (horista),H,22.35,MT,2024-12,True
2026-06-12,00004012,Carpinteiro de formas (horista),H,22.78,MT,2024-12,True
2026-06-12,00001379,Cimento portland composto cp ii-32,KG,0.67,PA,2024-12,True
2026-06-12,00000370,"Areia media - posto jazida/fornecedor (retirado na jazida, sem transporte)",M3,80.26,PA,2024-12,True
2026-06-12,00004721,"Pedra britada n. 1 (9,5 a 19 mm) posto pedreira/fornecedor, sem frete",M3,72.65,PA,2024-12,True
2026-06-12,00000114,"Aco ca-50, 10,0 mm, ou ca-60, linear, vergalhao",KG,7.57,PA,2024-12,True
2026-06-12,00007258,Tijolo ceramico macico comum *5 x 10 x 20* cm (l x a x c),MIL,581.19,PA,2024-12,True
2026-06-12,00007271,Bloco de concreto estrutural 14 x 19 x 39 cm,UN,3.37,PA,2024-12,True
2026-06-12,00003402,"Telha ceramica tipo francesa, comprimento de cerca de 40 cm",UN,1.98,PA,2024-12,True
2026-06-12,00005318,"Tubo pvc soldavel, classe 15, dn 50 mm, para agua fria (nbr 5648)",M,10.69,PA,2024-12,True
2026-06-12,00001014,"Cabo de cobre flexivel isolado, 2,5 mm2, anti-chama 450/750 v",M,2.28,PA,2024-12,True
2026-06-12,00004812,"Disjuntor termomagnetico monopolar padrao din, 10a a 32a",UN,13.35,PA,2024-12,True
2026-06-12,00001287,"Tinta latex acrilica premium, cor branco fosco",L,20.04,PA,2024-12,True
2026-06-12,00001382,Argamassa colante ac-i para assentamento de placas ceramicas,KG,1.09,PA,2024-12,True
2026-06-12,00001389,"Placa de ceramica para piso, esmaltada premium, PEI 4",M2,31.81,PA,2024-12,True
2026-06-12,00000088,Pedreiro (horista),H,22.21,PA,2024-12,True
2026-06-12,00006111,Servente de pedreiro (horista),H,15.97,PA,2024-12,True
2026-06-12,00000120,Pintor (horista),H,21.35,PA,2024-12,True
2026-06-12,00000246,Eletricista (horista),H,23.66,PA,2024-12,True
2026-06-12,00000247,Encanador (horista),H,22.77,PA,2024-12,True
2026-06-12,00004012,Carpinteiro de formas (horista),H,22.72,PA,2024-12,True
2026-06-12,00001379,Cimento portland composto cp ii-32,KG,0.68,PB,2024-12,True
2026-06-12,00000370,"Areia media - posto jazida/fornecedor (retirado na jazida, sem transporte)",M3,81.57,PB,2024-12,True
2026-06-12,00004721,"Pedra britada n. 1 (9,5 a 19 mm) posto pedreira/fornecedor, sem frete",M3,72.35,PB,2024-12,True
2026-06-12,00000114,"Aco ca-50, 10,0 mm, ou ca-60, linear, vergalhao",KG,7.64,PB,2024-12,True
2026-06-12,00007258,Tijolo ceramico macico comum *5 x 10 x 20* cm (l x a x c),MIL,582.75,PB,2024-12,True
2026-06-12,00007271,Bloco de concreto estrutural 14 x 19 x 39 cm,UN,3.41,PB,2024-12,True
2026-06-12,00003402,"Telha ceramica tipo francesa, comprimento de cerca de 40 cm",UN,1.95,PB,2024-12,True
2026-06-12,00005318,"Tubo pvc soldavel, classe 15, dn 50 mm, para agua fria (nbr 5648)",M,10.91,PB,2024-12,True
2026-06-12,00001014,"Cabo de cobre flexivel isolado, 2,5 mm2, anti-chama 450/750 v",M,2.23,PB,2024-12,True
2026-06-12,00004812,"Disjuntor termomagnetico monopolar padrao din, 10a a 32a",UN,13.61,PB,2024-12,True
2026-06-12,00001287,"Tinta latex acrilica premium, cor branco fosco",L,19.7,PB,2024-12,True
2026-06-12,00001382,Argamassa colante ac-i para assentamento de placas ceramicas,KG,1.07,PB,2024-12,True
2026-06-12,00001389,"Placa de ceramica para piso, esmaltada premium, PEI 4",M2,31.68,PB,2024-12,True
2026-06-12,00000088,Pedreiro (horista),H,22.55,PB,2024-12,True
2026-06-12,00006111,Servente de pedreiro (horista),H,16.43,PB,2024-12,True
2026-06-12,00000120,Pintor (horista),H,21.59,PB,2024-12,True
2026-06-12,00000246,Eletricista (horista),H,23.19,PB,2024-12,True
2026-06-12,00000247,Encanador (horista),H,22.48,PB,2024-12,True
2026-06-12,00004012,Carpinteiro de formas (horista),H,22.43,PB,2024-12,True
2026-06-12,00001379,Cimento portland composto cp ii-32,KG,0.67,PE,2024-12,True
2026-06-12,00000370,"Areia media - posto jazida/fornecedor (retirado na jazida, sem transporte)",M3,80.14,PE,2024-12,True
2026-06-12,00004721,"Pedra britada n. 1 (9,5 a 19 mm) posto pedreira/fornecedor, sem frete",M3,72.77,PE,2024-12,True
2026-06-12,00000114,"Aco ca-50, 10,0 mm, ou ca-60, linear, vergalhao",KG,7.58,PE,2024-12,True
2026-06-12,00007258,Tijolo ceramico macico comum *5 x 10 x 20* cm (l x a x c),MIL,579.8,PE,2024-12,True
2026-06-12,00007271,Bloco de concreto estrutural 14 x 19 x 39 cm,UN,3.41,PE,2024-12,True
2026-06-12,00003402,"Telha ceramica tipo francesa, comprimento de cerca de 40 cm",UN,1.99,PE,2024-12,True
2026-06-12,00005318,"Tubo pvc soldavel, classe 15, dn 50 mm, para agua fria (nbr 5648)",M,10.79,PE,2024-12,True
2026-06-12,00001014,"Cabo de cobre flexivel isolado, 2,5 mm2, anti-chama 450/750 v",M,2.25,PE,2024-12,True
2026-06-12,00004812,"Disjuntor termomagnetico monopolar padrao din, 10a a 32a",UN,13.4,PE,2024-12,True
2026-06-12,00001287,"Tinta latex acrilica premium, cor branco fosco",L,19.86,PE,2024-12,True
2026-06-12,00001382,Argamassa colante ac-i para assentamento de placas ceramicas,KG,1.09,PE,2024-12,True
2026-06-12,00001389,"Placa de ceramica para piso, esmaltada premium, PEI 4",M2,31.86,PE,2024-12,True
2026-06-12,00000088,Pedreiro (horista),H,22.5,PE,2024-12,True
2026-06-12,00006111,Servente de pedreiro (horista),H,16.08,PE,2024-12,True
2026-06-12,00000120,Pintor (horista),H,21.52,PE,2024-12,True
2026-06-12,00000246,Eletricista (horista),H,23.56,PE,2024-12,True
2026-06-12,00000247,Encanador (horista),H,22.55,PE,2024-12,True
2026-06-12,00004012,Carpinteiro de formas (horista),H,22.52,PE,2024-12,True
2026-06-12,00001379,Cimento portland composto cp ii-32,KG,0.68,PI,2024-12,True
2026-06-12,00000370,"Areia media - posto jazida/fornecedor (retirado na jazida, sem transporte)",M3,80.48,PI,2024-12,True
2026-06-12,00004721,"Pedra britada n. 1 (9,5 a 19 mm) posto pedreira/fornecedor, sem frete",M3,71.28,PI,2024-12,True
2026-06-12,00000114,"Aco ca-50, 10,0 mm, ou ca-60, linear, vergalhao",KG,7.62,PI,2024-12,True
2026-06-12,00007258,Tijolo ceramico macico comum *5 x 10 x 20* cm (l x a x c),MIL,583.49,PI,2024-12,True
2026-06-12,00007271,Bloco de concreto estrutural 14 x 19 x 39 cm,UN,3.39,PI,2024-12,True
2026-06-12,00003402,"Telha ceramica tipo francesa, comprimento de cerca de 40 cm",UN,1.95,PI,2024-12,True
2026-06-12,00005318,"Tubo pvc soldavel, classe 15, dn 50 mm, para agua fria (nbr 5648)",M,10.96,PI,2024-12,True
2026-06-12,00001014,"Cabo de cobre flexivel isolado, 2,5 mm2, anti-chama 450/750 v",M,2.27,PI,2024-12,True
2026-06-12,00004812,"Disjuntor termomagnetico monopolar padrao din, 10a a 32a",UN,13.5,PI,2024-12,True
2026-06-12,00001287,"Tinta latex acrilica premium, cor branco fosco",L,20.05,PI,2024-12,True
2026-06-12,00001382,Argamassa colante ac-i para assentamento de placas ceramicas,KG,1.09,PI,2024-12,True
2026-06-12,00001389,"Placa de ceramica para piso, esmaltada premium, PEI 4",M2,31.32,PI,2024-12,True
2026-06-12,00000088,Pedreiro (horista),H,22.59,PI,2024-12,True
2026-06-12,00006111,Servente de pedreiro (horista),H,16.37,PI,2024-12,True
2026-06-12,00000120,Pintor (horista),H,21.5,PI,2024-12,True
2026-06-12,00000246,Eletricista (horista),H,23.55,PI,2024-12,True
2026-06-12,00000247,Encanador (horista),H,22.62,PI,2024-12,True
2026-06-12,00004012,Carpinteiro de formas (horista),H,22.55,PI,2024-12,True
2026-06-12,00001379,Cimento portland composto cp ii-32,KG,0.67,PR,2024-12,True
